ID,Date,Tweet,Reply_count,Retweet_count,Like_count
1320417338026491904,2020-10-25 17:30:00+00:00,"The fact is Secretary Betsy DeVos and President Trump don't care about our students or our teachers.

You deserve better. https://t.co/fMaCvYMu6u",2435,9036,36958
1320401735534268416,2020-10-25 16:28:00+00:00,The hard truth is it didn't have to be this bad. But Donald Trump's shortsighted actions weakened our ability to respond to a pandemic long before COVID-19 reached our shores. https://t.co/qTdtIQgmZU,4276,12230,75126
1320394690789855233,2020-10-25 16:00:00+00:00,"It’s voting season, folks. Watch as @StaceyAbrams breaks down the importance of your vote — and then head to https://t.co/eoxT07d7QB to make your voice heard today. https://t.co/C6sfg5oI9Y",1378,2993,14388
1320385240171511809,2020-10-25 15:22:27+00:00,"Your vote can change the course of history — don’t wait to cast it.

Vote early today: https://t.co/eoxT07d7QB",3159,8530,69341
1320372291486662656,2020-10-25 14:31:00+00:00,"After months of competing against each other in the primary, @EWarren, @PeteButtigieg, @CoryBooker, @JulianCastro, @AmyKlobuchar, and I know each other pretty well. Watch them break down the latest presidential debate: https://t.co/lCrIBEgQfk",2130,6587,29927
1320362476714795009,2020-10-25 13:52:00+00:00,9 days. Let’s go.,8497,21540,255363
1320349894050156544,2020-10-25 13:02:00+00:00,"Be like @BarackObama.

Vote early: https://t.co/uoiVh9HPb8 https://t.co/YA39ZGNoXk",3258,10606,79763
1320164924803383298,2020-10-25 00:47:00+00:00,"You deserve a president who will get up every single day and work to make your life better.

If you elect me, that’s exactly what I’ll do. https://t.co/afFAorq0KQ",8866,14239,112593
1320154858654056449,2020-10-25 00:07:00+00:00,"Folks, I've got some big news: We officially reached our goal of talking to 10 million voters on this #VoteEarlyDay.

But we're not done yet — we set a new goal of 15 million and can't reach it without you.

Sign up to help: https://t.co/u4eKL40TRy https://t.co/Y6mkN6Fl29",2545,3205,24113
1320151335199756288,2020-10-24 23:53:00+00:00,It’s become painfully clear that the only senior that Donald Trump cares about is Donald Trump. https://t.co/TGWsZHOvbV,2681,5974,38459
1320137745696649216,2020-10-24 22:59:00+00:00,"Folks, it’s go-time. There are just 10 days left until Election Day, and we need your help. 

Chip in $10 to help bring this across the finish line: https://t.co/4fWXlKUSRl",2450,1816,12423
1320130447649636352,2020-10-24 22:30:00+00:00,President Trump continues to prove just how unfit he is to lead our nation through a global pandemic.,6782,17982,175236
1320122899655634944,2020-10-24 22:00:00+00:00,"Imagine a day in the not too distant future when you can enjoy a dinner out with your friends, a night at the movies, or when you can celebrate your birthday, wedding, or graduation surrounded by your nearest and dearest.

We can get there — together. https://t.co/uVRpnIrirz",5787,6224,42515
1320114298878939136,2020-10-24 21:25:50+00:00,"Make your plan to vote early, folks. #VoteEarlyDay

https://t.co/uoiVh9ZqzI",3662,5027,49415
1320102491157983232,2020-10-24 20:38:54+00:00,".@DrBiden and I are in Luzerne County, Pennsylvania, to encourage folks to vote early. Tune in — and then head to https://t.co/uoiVh9HPb8 to make your plan to vote. https://t.co/WJOAGpLNcM",2096,2299,15665
1320081374448025600,2020-10-24 19:15:00+00:00,"President Trump called India ""filthy.""

It's not how you talk about friends—and it's not how you solve global challenges like climate change.

@KamalaHarris and I deeply value our partnership—and will put respect back at the center of our foreign policy. https://t.co/TKcyZiNwY6",4131,7277,49172
1320075586442809344,2020-10-24 18:52:00+00:00,"Iowa — today is your last day to register to vote online or pre-register in person. 

After today, you can register when you vote early in-person or at the polls on Election Day.

Head to https://t.co/Ald791vRME to get registered.",944,1719,9511
1320071308193918978,2020-10-24 18:35:00+00:00,"New York — you can vote early in-person starting today.

Be among the first in your state to make your voice heard in this year's election. https://t.co/3Fgni5jMab",1220,2100,14625
1320062504068911105,2020-10-24 18:00:01+00:00,Rick — thank you for sharing your talent with me. I was so blown away by your art that I asked my team to add it to our online store: https://t.co/dVYZJVceoq https://t.co/lh3keVBoSB,2503,17467,118157
1320058976885760003,2020-10-24 17:46:00+00:00,"Massachusetts — today is the last day to register to vote.

Head to https://t.co/5vTG2RzkDl and get registered before it’s too late.",890,2028,10859
1320055705416523778,2020-10-24 17:33:00+00:00,"Folks, you don’t have to wait until November 3rd to cast your ballot. You can vote now in most states across the country.

Head to https://t.co/eoxT07uII9 and make your voice heard today. #VoteEarlyDay",1811,3225,18925
1320041360771051522,2020-10-24 16:36:00+00:00,"On Thursday, President Trump said we're ""rounding the turn"" when it comes to COVID-19.

On Friday, we set a new record for daily cases. 

We're paying the price for his failures every single day. https://t.co/j12Yv9uYOH",3972,15177,81798
1320034854575181824,2020-10-24 16:10:09+00:00,"Today marks the first-ever #VoteEarlyDay — and our campaign has set a big goal of talking to ten million people about voting early.

We can’t do it without you — sign up to help: https://t.co/u4eKL4ivg8",1509,4126,26642
1320020154936295425,2020-10-24 15:11:44+00:00,"With just ten days until Election Day, @DrBiden and I are in Bucks County, Pennsylvania, to encourage folks to vote early. Tune in. https://t.co/RwgAiyjFef",2392,2294,15835
1319997068765581312,2020-10-24 13:40:00+00:00,10 days.,10620,17910,235044
1319988764249305089,2020-10-24 13:07:00+00:00,Shamar –– thank you for your continued support and words of wisdom. I can’t wait to see what you accomplish. https://t.co/3wajKF1Aui,2465,8495,67390
1319811093422800897,2020-10-24 01:21:00+00:00,"Folks, tomorrow marks the first-ever #VoteEarlyDay.

Make your plan to vote early: https://t.co/uoiVh9ZqzI

And then sign up to help get people across the country to vote early as well: https://t.co/u4eKL4ivg8 https://t.co/58mbf1xhmP",3234,3594,20298
1319790457560379393,2020-10-23 23:59:00+00:00,Wearing a mask is not a political statement. https://t.co/HStwvMX95O,3467,8509,60382
1319784648227065859,2020-10-23 23:35:55+00:00,"More than 50 million Americans have already voted. We are making history.

Join us: https://t.co/eoxT07d7QB",3763,12077,124916
1319757238593048577,2020-10-23 21:47:00+00:00,"There is nothing more powerful than folks coming together and using their voices to inspire change. We're hosting a grassroots concert to get people to the polls across the country, and I hope you’ll join us.

Chip in any amount to reserve your spot: https://t.co/Di1AIiRjHa https://t.co/v5wd2lR1wO",1827,2936,17741
1319740377486688257,2020-10-23 20:40:00+00:00,"A slight change of tone from the president for one night doesn’t cover up the lies he told. It doesn’t change the fact that over 220,000 Americans have died from COVID-19 on his watch.

We can’t take another four years of Donald Trump’s failed leadership.",8758,19631,136248
1319732324616077315,2020-10-23 20:08:00+00:00,"64 years ago today, freedom-loving Hungarians revolted against communist rule. Their spirit inspired the Prague Spring, Poland's Solidarity movement, and the fall of the Berlin Wall. As president, I'll always stand in defense of democracy and freedom at home and around the world.",4313,7552,61413
1319723264927649792,2020-10-23 19:32:00+00:00,"After eight months of this pandemic, we finally found President Trump's plan to beat COVID-19. https://t.co/KO4g328Uvr",10850,54712,201811
1319698853830983682,2020-10-23 17:55:00+00:00,You deserve a president who tells you the truth. https://t.co/wz20ghT2fu,11874,13852,84122
1319686774441058306,2020-10-23 17:07:00+00:00,.@BarackObama is right: President Trump wants full credit for the economy he inherited and zero blame for the pandemic he ignored. https://t.co/tCD5UST32J,3751,13939,67377
1319674946482819073,2020-10-23 16:20:00+00:00,"The character of our country is on the ballot.

Last night’s debate showed once and for all that the choice is as clear as ever, and the stakes are as high as ever.

Vote: https://t.co/eoxT07d7QB https://t.co/8oyMQzR2iM",4599,4914,29376
1319666310133985282,2020-10-23 15:45:41+00:00,"Return your ballots, folks.

https://t.co/eoxT07d7QB",5433,12666,120185
1319655065708355585,2020-10-23 15:01:00+00:00,"Utah — today is the last day to register to vote online.

After today, you can register when you vote early in-person or at the polls on Election Day.

Head to https://t.co/Ukm319OHjo to get registered.",1436,1986,11013
1319643992523296769,2020-10-23 14:17:00+00:00,Nebraska –– It’s your last day to register to vote in-person. Head to https://t.co/K5rrtCjL7O to find all the information you need.,1705,2798,16144
1319480014857998338,2020-10-23 03:25:24+00:00,"Let’s go win this, folks.

https://t.co/eoxT07d7QB",10376,13846,144058
1319473619941031937,2020-10-23 03:00:00+00:00,"Folks, I just stepped off the debate stage, and I’ve never been more fired up and ready to win this election.

Now, I need your help — chip in to keep tonight’s momentum going through Election Day: https://t.co/9lrG3uFUIx",9765,4679,42600
1319472613035528192,2020-10-23 02:56:00+00:00,"I'm running as a proud Democrat, but I will govern as an American president. I will represent you — whether you vote for me or against me.",8159,19459,194926
1319471858027122688,2020-10-23 02:53:00+00:00,"Decency, honor, respect, treating people with dignity, making sure that everyone has an even chance.

I'm going to make sure you get that. You haven't been getting it the last four years. https://t.co/KhQIGGZHIH",3676,7313,48371
1319469844920627201,2020-10-23 02:45:00+00:00,Donald Trump is the most racist president in modern history. https://t.co/6GyKSbRoHA,8115,14182,93073
1319468838195396608,2020-10-23 02:41:00+00:00,"You know who I am. You know who Donald Trump is. 

The character of the country is on the ballot. https://t.co/LdiIAOhHLj",5752,7772,61387
1319468334845513729,2020-10-23 02:39:00+00:00,"There is institutional racism in America.

We have to give everyone a fair shot. https://t.co/rB8qzFT8rR",2130,3660,30070
1319465818300690433,2020-10-23 02:29:00+00:00,"Kids were ripped from their parents’ arms, and now they can't find their parents.

Those kids are alone. With nowhere to go.

It’s criminal. https://t.co/HsfQayx3ZV",3618,7562,45383
1319464056621813765,2020-10-23 02:22:00+00:00,Donald Trump has a dog whistle about as big as a foghorn.,5396,16569,184084
1319463301995266048,2020-10-23 02:19:00+00:00,"You know who I am. You know who he is.

The character of the country is on the ballot. Look at us closely.",4110,13766,115323
1319461625427099651,2020-10-23 02:12:20+00:00,"Equality and justice — the American creed. We have never lived up to it, but we’ve never stopped trying — until this President.",2722,5441,43572
1319460281936793600,2020-10-23 02:07:00+00:00,Call it Bidencare. https://t.co/Ng3Fvk4fpY,7120,9029,73562
1319459778989469696,2020-10-23 02:05:00+00:00,"This isn’t about Donald Trump’s family or my family. This is about your family.

Families across America are hurting — but that’s the last thing Donald Trump wants to talk about. https://t.co/qWMgnLHxKY",1580,3180,22310
1319458523177156610,2020-10-23 02:00:00+00:00,"All Donald Trump can see from Park Avenue is Wall Street.

He thinks the economy is doing well if the Dow Jones is doing well.

Believe it or not, Mr. President, most Americans don't live off the stock market.",4523,8648,65860
1319458227160076292,2020-10-23 01:58:50+00:00,He’s a confused guy. He doesn’t know who he’s running against. He’s running against Joe Biden.,6814,19401,200065
1319457010312675333,2020-10-23 01:54:00+00:00,"We’ve been waiting years for President Trump to reveal his grand plan for health care, and he still has nothing to show.

I’ve laid out exactly what I’ll do. Take a look: https://t.co/34NCSYhO2C",1233,3437,19415
1319456758734225414,2020-10-23 01:53:00+00:00,"I have released all of my tax returns. 22 years. Go look at them.

What is Donald Trump hiding? https://t.co/2TNt0z1QMw",2302,5736,40042
1319455248868663296,2020-10-23 01:47:00+00:00,"It’s not about his family or my family. It’s about your family.

If you’re a middle-class family right now, you’re hurting badly.",2748,8303,74372
1319454865286926336,2020-10-23 01:45:28+00:00,Malarkey!,7291,20345,212862
1319453990325661698,2020-10-23 01:42:00+00:00,I don’t see our country in terms of blue states and red states. We are the United States. https://t.co/7G5IXGA9fu,1433,4077,33072
1319452732114259970,2020-10-23 01:37:00+00:00,Donald Trump should release his tax returns or shut up about corruption.,6366,38610,277826
1319452480451694593,2020-10-23 01:36:00+00:00,"I am proud that the average contribution to my campaign is $43.

Chip in to power our grassroots movement through this final stretch: https://t.co/foyJuIKiYo",795,1416,12700
1319450467265433601,2020-10-23 01:28:00+00:00,I don’t look at this the way Donald Trump does — blue states or red states. They’re all the United States.,4209,15298,150961
1319448963443982337,2020-10-23 01:22:01+00:00,"I’m going to shut down the virus, not the country.",6766,27982,275346
1319448453911441408,2020-10-23 01:20:00+00:00,"Learning to live with it? Come on. People are dying with it, Mr. President.",3391,19520,169769
1319446692236791814,2020-10-23 01:13:00+00:00,"220,000 deaths.

If you hear nothing else I say tonight, hear this: Anyone who is responsible for that many deaths should not remain President of the United States.",3017,17829,113451
1319435367653593088,2020-10-23 00:28:00+00:00,Ready. https://t.co/RYbnSpEsKB,6562,5789,84264
1319432096172081154,2020-10-23 00:15:00+00:00,I need you in my corner tonight. Can you chip in before I take the debate stage and help power this campaign through the final 12 days? https://t.co/RAUkSHc6ce,5050,2084,14913
1319420772469727232,2020-10-22 23:30:00+00:00,"Folks, the final debate is here. Tune in at 9 PM ET as I go head-to-head with Donald Trump for the last time before Election Day.",11501,7371,97154
1319410705364373505,2020-10-22 22:50:00+00:00,"Donald Trump sees the world from Park Avenue.

I see it from where I came from: Scranton, Pennsylvania. 

It's why I'll fight every day as president to make this country work for the middle class — not the wealthy and well-connected.",9755,8191,71200
1319392082436476930,2020-10-22 21:36:00+00:00,I’m running as a proud Democrat. But I will be an American president.,12319,21976,242905
1319367926483476481,2020-10-22 20:00:01+00:00,"I’m always talking about my plans to build back better for all Americans. But what does that really mean for you and your family? 

Watch as @ewarren helps explain: https://t.co/ti7QJCU7j0",2458,3398,15821
1319349804099653633,2020-10-22 18:48:00+00:00,"On this International Stuttering Awareness Day, I want everyone to remember that the barriers you face don't define who you are. They didn't for me –– as a young boy who stuttered –– and they certainly don't for Brayden.

What defines you is your heart and your courage. https://t.co/zoVPzmroJh",2459,16127,95806
1319346532584288256,2020-10-22 18:35:00+00:00,"Folks, it's go-time. This is the most important election of our lifetimes — and you can make all the difference.

Vote. https://t.co/eoxT07uII9",3728,3734,26941
1319328916499124224,2020-10-22 17:25:00+00:00,"Vote like your health care is on the ballot — because it is.

https://t.co/eoxT07uII9 https://t.co/93UPvti02N",3612,10363,59724
1319322877062049792,2020-10-22 17:01:00+00:00,Thank you to each and every person who has gotten involved in our campaign so far. Whether you chipped in a few dollars or dedicated a few hours of your time — I’m incredibly grateful. Let’s keep our foot on the pedal these final 12 days and finish strong. https://t.co/Rh7jn4HODX,2115,2031,15201
1319294943110729730,2020-10-22 15:10:00+00:00,"I’ve spent my entire career fighting for the middle class and standing up to the abuse of power.

Donald Trump has spent his entire career looking out for himself and abusing his power. https://t.co/Vie5CP9wq7",8162,16178,66561
1319286134564933633,2020-10-22 14:35:00+00:00,"Indiana — today is the last day to request your absentee-by-mail ballot. 

You need a valid excuse to vote absentee-by-mail. If you are eligible, head to https://t.co/oGZw9Kg8SH and request yours before it’s too late.",1592,2508,13301
1319247631089094657,2020-10-22 12:02:00+00:00,"Folks, you heard @BarackObama: Make a plan, vote early, and make sure your friends and family do as well.

https://t.co/eoxT07d7QB https://t.co/deCh7bW9IS",5416,12271,77978
1319117774916997121,2020-10-22 03:26:00+00:00,"“If we pour all our efforts into these 13 days, if we vote up and down the ticket like never before, then we will not only elect Joe Biden and Kamala Harris, we will also leave no doubt about what this country that we love stands for.” — @BarackObama

https://t.co/eoxT07uII9 https://t.co/EOmHJ4wrnD",5120,12045,81120
1319090595814670336,2020-10-22 01:38:00+00:00,"America was an idea. We've never lived up to it but we've never walked away from it before.

https://t.co/VRCnKI0rfQ https://t.co/xLuhhGyJVp",20621,6386,33298
1319073483943407617,2020-10-22 00:30:00+00:00,"Folks, if you plan to vote by mail and haven’t requested your ballot yet, it’s important that you do so as soon as possible. Deadlines are quickly approaching in states across the country. Head to https://t.co/eoxT07uII9 to find all the information you need. https://t.co/ye5sObBK1z",1852,3438,14968
1319063416787619844,2020-10-21 23:50:00+00:00,"Vote early.

Vote by mail.

Vote on Election Day.

Just make sure you vote. https://t.co/eoxT07d7QB",3931,6222,45684
1319054608916901891,2020-10-21 23:15:00+00:00,"President Trump didn't take the necessary precautions to protect himself and others.

How can we trust him to protect the country?",11571,25767,207678
1319032499456987136,2020-10-21 21:47:08+00:00,I couldn’t be more excited to have my friend @BarackObama hitting the campaign trail. Tune in for his first drive-in rally live from Philadelphia. https://t.co/NJyChqivOt,3333,5141,36901
1319021893446492162,2020-10-21 21:05:00+00:00,"It’s time we replace Secretary Betsy DeVos with an actual public school educator — one who values our public schools and is capable of guiding all of our schools through this pandemic.

Vote: https://t.co/eoxT07d7QB https://t.co/CWf3H5BqOH",4055,20657,122330
1319010458414665728,2020-10-21 20:19:33+00:00,Tune in as @BarackObama sits down with community leaders in Philadelphia to talk about what’s at stake in this election. https://t.co/Xzmy0Cs3sw,3601,4997,27508
1319006793931100162,2020-10-21 20:05:00+00:00,"Hay muchos asuntos que son complicados, pero algunas cosas son visiblemente claras. Las familias deben permanecer unidas. https://t.co/rLC69J5rHI",1111,1465,8630
1319003018956886020,2020-10-21 19:50:00+00:00,"There are many issues that are complicated, but some things are just black and white. Families belong together. https://t.co/TgIkhAMAtZ",1617,3440,18466
1318998087176802304,2020-10-21 19:30:24+00:00,Cada día parece que descubrimos nuevos horrores cometidos por el presidente Trump y su administración. https://t.co/eefL58X7R8,2318,5254,30824
1318984450328399873,2020-10-21 18:36:13+00:00,Every day it seems we uncover new horrors perpetrated by President Trump and his administration. https://t.co/eefL58X7R8,12053,17725,99166
1318960740657672193,2020-10-21 17:02:00+00:00,"The Build Back Better Express Tour was about more than my love for trains — it was about meeting folks along the way and discussing how we can make their lives better.

They are the backbone of America — and I’ll fight for them every day in the White House. https://t.co/HhJHo35DvD",2277,4754,22891
1318937589097717760,2020-10-21 15:30:00+00:00,"Justice is on the ballot.

https://t.co/eoxT07uII9 https://t.co/0dg9Cg1f2i",3220,5170,24252
1318919971653578752,2020-10-21 14:20:00+00:00,"West Virginia — in-person early voting is now open across the state. 

Make a plan to vote at https://t.co/3lR0146LYv.",1733,3217,18385
1318915442153562115,2020-10-21 14:02:00+00:00,"Missouri — today is the last day to request a mail-in ballot.

Head to https://t.co/lDI7PzhWha and request yours today.",1559,3229,14772
1318753877076881408,2020-10-21 03:20:00+00:00,It’s time we see each other as fellow Americans who live in — and love — the United States of America. https://t.co/xawem14X61,7702,26047,113553
1318714870024540160,2020-10-21 00:45:00+00:00,"I’ve always believed we’re at our best when we’re one America. If we come together, there’s not a single thing we cannot overcome.",13367,15407,126838
1318701028997517314,2020-10-20 23:50:00+00:00,"If I’m elected president, I won’t waste a minute getting this virus under control. Here’s how I’ll do it: https://t.co/NoPsQ0FDV8",7122,12278,60156
1318691465959268353,2020-10-20 23:12:00+00:00,"Whether it’s your first time voting or you’re an old pro, voting is better with friends and family. So message a few folks and make your plan to vote together today.

https://t.co/uoiVh9ZqzI https://t.co/clVe9wpOMi",2408,3350,19341
1318674605192761350,2020-10-20 22:05:00+00:00,"Listening to scientists is not a bad thing.

I can’t believe that has to be said.",19254,62795,431506
1318654724057518080,2020-10-20 20:46:00+00:00,"America is a nation that values immigrants. It is and has always been one of our greatest strengths.

We need a president who understands that. https://t.co/fIuNJUrfY3",3341,5014,26857
1318638114429173767,2020-10-20 19:40:00+00:00,"A few weeks ago, I spoke to Mr. Rogers’ wife Joanne when I was in her neighborhood in Pittsburgh. It was a great conversation.

Friendship, empathy, kindness, and compassion — I think we could all learn a thing or two from her and her husband’s example. https://t.co/lRX9jt7FXS",1932,9510,73671
1318627796365856768,2020-10-20 18:59:00+00:00,"Tonight, the Avengers are assembling with real-life superhero @KamalaHarris for a grassroots fundraiser.

Time is running out to join them. Chip in to reserve your spot: https://t.co/kLqUKmDCjK https://t.co/3wL1zcFFd6",2318,3369,19780
1318609173727281155,2020-10-20 17:45:00+00:00,"Two weeks from today, we’re going to beat President Trump.",33635,58432,563955
1318598926262480898,2020-10-20 17:04:17+00:00,"Mr. President, the people are tired. They’re tired of your lies about this virus. They’re tired of watching more Americans die, and more people lose their jobs because you refuse to take this pandemic seriously. https://t.co/pdxdo3FadB",1363,5144,30781
1318598925075566592,2020-10-20 17:04:16+00:00,"Waving a white flag and saying, “it is what it is” is unacceptable when thousands are dying each week, when businesses are closing, and when schools remain shuttered. The American people have never backed down from a challenge, but they need a leader to show the way.",890,5692,40213
1318598924131860481,2020-10-20 17:04:16+00:00,"Yesterday, @realDonaldTrump decided to attack Dr. Fauci once again, calling him a ‘disaster’ and public health experts ‘idiots.’ Meanwhile, he still has no plan to beat this virus.",3533,18187,107061
1318585266542538754,2020-10-20 16:10:00+00:00,"Happy Birthday, @KamalaHarris. Next year, let’s celebrate with some ice cream at the White House. https://t.co/SWhS32AaIE",11323,23697,278274
1318582246320738304,2020-10-20 15:58:00+00:00,"If you live in Hawaii, Utah, or Wisconsin, in-person early voting is now underway.

Millions of Americans across the country have already voted. Join them and cast your ballot today. https://t.co/eoxT07uII9",1227,2878,12860
1318578975216750599,2020-10-20 15:45:00+00:00,"Maryland and New Mexico — if you plan to vote by mail, today is the last day to request your absentee ballot.

Head to https://t.co/eoxT07d7QB before it's too late.",931,3139,12405
1318561610235981824,2020-10-20 14:36:00+00:00,"The simple, sad truth is that this president is not in office to serve the American people. He’s in it to serve himself.

@KamalaHarris and I are in this for you and your families. https://t.co/mV9ONHhn1b",5976,11472,60715
1318361290306392064,2020-10-20 01:20:00+00:00,Pennsylvania — there are just a few hours left to register to vote online. Don’t miss your chance to make your voice heard in this election. Head to https://t.co/U1KkwCfDCV and register before 11:59 PM.,2992,4208,18500
1318357515680116737,2020-10-20 01:05:00+00:00,"For once, Donald Trump is correct: I will listen to scientists. https://t.co/jmxoDn1Ezp",6384,32048,212844
1318352230458609664,2020-10-20 00:44:00+00:00,I will be a president who pushes towards the future. Not one who clings to the past.,25531,31914,343359
1318342919305166850,2020-10-20 00:07:00+00:00,".@realDonaldTrump — if you had listened to the scientists, it wouldn't be this bad. https://t.co/0eNuV4pAMK",4263,17281,78473
1318328574881918976,2020-10-19 23:10:00+00:00,"Folks, the Avengers are coming back together for their biggest battle yet. Join them and @KamalaHarris tomorrow night for a grassroots fundraiser you won’t want to miss: https://t.co/D4fn4nxv9i https://t.co/3sGQRBW7yu",3288,7115,37193
1318322534937395200,2020-10-19 22:46:00+00:00,"We are in a battle for the soul of this nation — and it’s a battle we can and must win.

Vote. https://t.co/eoxT07d7QB",4755,5969,36368
1318286327721480194,2020-10-19 20:22:07+00:00,...yes https://t.co/LZyAQugqoW,5579,52312,470845
1318275726752256000,2020-10-19 19:40:00+00:00,"Early voting starts today in:

Alaska
Arkansas
Colorado
Florida (in most counties)
Idaho (in some counties)
North Dakota

Don't wait until November 3rd to cast your ballot — vote early today: https://t.co/eoxT07d7QB https://t.co/X5ylgiW5Ss",2007,4787,19146
1318266163726487558,2020-10-19 19:02:00+00:00,"This election is about so much more than policies. The soul of America is on the ballot. 

@KamalaHarris and I will work every day to bind up our wounds and bring this country back together. https://t.co/hsy8JIIAqk",4004,5974,30199
1318237222764642304,2020-10-19 17:07:00+00:00,It’s long past time we build an economy that rewards work — not wealth. https://t.co/rm9AK6rBxW,3594,5576,25374
1318216587212582913,2020-10-19 15:45:00+00:00,"Together, we can put an end to the last four years of darkness, division, and chaos.

We can unite, mend our wounds, and begin to heal.

It starts at the ballot box: https://t.co/eoxT07uII9 https://t.co/bmpMpedpdQ",4378,8677,33746
1318182614570692608,2020-10-19 13:30:00+00:00,15 days. Let’s finish strong.,26413,41164,412046
1318170176660135936,2020-10-19 12:40:35+00:00,...yes https://t.co/RzZ3j3zoAL,13656,175783,1259216
1317993870257389568,2020-10-19 01:00:00+00:00,"You have the power to own the outcome of this election — but only if you vote.

Head to https://t.co/eoxT07uII9 and make your plan to cast your ballot today.",4465,4433,21797
1317978773707345920,2020-10-19 00:00:01+00:00,Wear a mask. Wash your hands. Vote out Donald Trump.,38670,210349,1300243
1317966186907226113,2020-10-18 23:10:00+00:00,"I’ve had a rule my entire life: No matter what’s happening, no matter how important the meeting, I’ll always answer a call from my grandchildren. https://t.co/mmsB1GOxAu",12374,14556,133311
1317952345544794112,2020-10-18 22:15:00+00:00,"We are in a battle for the soul of the nation. 

The forces of darkness, the forces of division, the forces of yesterday are pulling us apart, holding us down, and holding us back.

We must free ourselves of all of them.",17716,19446,115417
1317942279353454592,2020-10-18 21:35:00+00:00,I believe there is not a single thing we cannot accomplish as a country if we do it together. https://t.co/suxrTITkTm,4149,8555,38358
1317934981432430592,2020-10-18 21:06:00+00:00,The truth is things in life are easier when you have a plan — and that includes voting. So my team set up a tool to help you make your plan to vote. Check it out: https://t.co/uoiVh9ZqzI,2164,3279,14515
1317918374341476353,2020-10-18 20:00:00+00:00,"From tackling climate change to making community college free for all — I've got big plans for the country.

And I'll pay for them by making sure the super-wealthy, like President Trump, pay more than $750 in federal income taxes.",7993,15010,87574
1317907047099191297,2020-10-18 19:15:00+00:00,"I’ve spent my entire career fighting for a more just, safe, and prosperous America — and I’m not finished yet. https://t.co/cS3LPT7afX",4131,5876,26241
1317895724105895939,2020-10-18 18:30:00+00:00,"COVID-19 cases are on the rise across the nation.

But instead of leading by example, Donald Trump continues to put others in danger with his campaign events that ignore expert-recommended precautions.

Every day he proves just how unfit he is to lead America through this crisis.",4959,11842,57339
1317881721111539719,2020-10-18 17:34:22+00:00,"I’m in Durham, North Carolina, encouraging folks to make their plan to vote early. Tune in — and then head to https://t.co/uoiVh9HPb8 to make yours. https://t.co/lNw7Jxuh65",2088,2633,12289
1317873073345921024,2020-10-18 17:00:00+00:00,"Folks, if you live in Illinois, today is your last day to register to vote online. Don’t wait, head to https://t.co/MNWeBHjGLh and register before it’s too late.",1724,4239,15402
1317865525012131841,2020-10-18 16:30:00+00:00,Chip in to help us make Donald Trump a one-term president: https://t.co/JR9S8cVokb,2809,1997,9799
1317844887614771200,2020-10-18 15:08:00+00:00,Turns out Twitter isn’t so bad when you read tweets that aren’t from President Trump. https://t.co/ZKA2dwZQks,12604,39335,179119
1317832808254083072,2020-10-18 14:20:00+00:00,"I often think about what it takes for a Black person to love America. That is a deep love for this country that, for far too long, has not been recognized.

It’s time we fulfilled our nation’s founding promise: equality for all. 

Here’s how we’ll do it: https://t.co/wH2hVq7UL2",3444,5065,26882
1317623931914813444,2020-10-18 00:30:00+00:00,"A job is about a lot more than a paycheck.

It's about dignity. It's about respect. It's about being able to look your kid in the eye and say everything will be okay.

Too many people today can't do that — and it's got to change.",13435,15303,100374
1317605057215500289,2020-10-17 23:15:00+00:00,"Every day we're reminded just how much is at stake in this election. We can't afford to have anyone sit on the sidelines.

Vote. https://t.co/eoxT07d7QB",4506,4664,23800
1317589957704355843,2020-10-17 22:15:00+00:00,"In the middle of a pandemic, President Trump is trying to eliminate Obamacare and increase health care costs for millions.

Now, he’s rushing through a U.S. Supreme Court justice to help him get it done. It’s unconscionable. 

Make no mistake: Health care is on the ballot.",10808,14111,71377
1317574858302128129,2020-10-17 21:15:00+00:00,"If we do our part, if we stand together, if we keep faith with the past and with each other — then the divisions of our time can give way to the dreams of a brighter, better future. 

That is our work. That is our pledge. That is our mission.",4545,10399,57995
1317554725596942336,2020-10-17 19:55:00+00:00,Promise? https://t.co/Wbl86i8uYo,8348,41385,178839
1317545917776564224,2020-10-17 19:20:00+00:00,"This election is bigger than any one candidate. 

It's about the future of our economy, our health care, our climate, our commitment to racial justice, our democracy –– and so much more.

We have to vote. https://t.co/eoxT07d7QB",3051,3604,17478
1317525784836382721,2020-10-17 18:00:00+00:00,"As president, I’ll protect and build on Obamacare by:

- Giving Americans the choice to buy a new public option
- Lowering premiums, deductibles, and co-pays
- Standing up to prescription drug corporations

We’re going to make sure every American has access to the care they need.",5656,9548,51112
1317510433851412482,2020-10-17 16:59:00+00:00,You deserve a president who will actually tell you the truth. https://t.co/I9XzZ0ADmT,8927,9736,40815
1317499360947654658,2020-10-17 16:15:00+00:00,Nevada — early voting has officially started. Join the over 20 million people across the country who have already voted early and cast your ballot today. https://t.co/ajJjiHhlLu,1508,3120,13982
1317488036851089410,2020-10-17 15:30:00+00:00,"Voting is your opportunity to be in the room where it happens.

Don't throw away your shot: https://t.co/eoxT07d7QB https://t.co/uU5mRDGsXE",3565,17659,70912
1317472937159610373,2020-10-17 14:30:00+00:00,"As the Hindu festival of Navratri begins, Jill and I send our best wishes to all those celebrating in the U.S. and around the world. May good once again triumph over evil — and usher in new beginnings and opportunity for all.",5107,17364,137605
